-1.21	0.000201695	-nan
-1.20976	0.000206891	-nan
-1.20952	0.000212216	-nan
-1.20927	0.000217671	-nan
-1.20903	0.000223261	-nan
-1.20879	0.000228989	-nan
-1.20855	0.000234857	-nan
-1.20831	0.000240869	-nan
-1.20806	0.000247029	-nan
-1.20782	0.000253339	-nan
-1.20758	0.000259804	-nan
-1.20734	0.000266427	-nan
-1.2071	0.000273212	-nan
-1.20685	0.000280162	-nan
-1.20661	0.000287281	-nan
-1.20637	0.000294573	-nan
-1.20613	0.000302042	-nan
-1.20589	0.000309693	-nan
-1.20564	0.000317528	-nan
-1.2054	0.000325554	-nan
-1.20516	0.000333773	-nan
-1.20492	0.000342191	-nan
-1.20468	0.000350812	-nan
-1.20443	0.00035964	-nan
-1.20419	0.000368681	-nan
-1.20395	0.000377939	-nan
-1.20371	0.000387419	-nan
-1.20347	0.000397126	-nan
-1.20322	0.000407066	-nan
-1.20298	0.000417243	-nan
-1.20274	0.000427663	-nan
-1.2025	0.000438332	-nan
-1.20226	0.000449254	-nan
-1.20201	0.000460437	-nan
-1.20177	0.000471885	-nan
-1.20153	0.000483605	-nan
-1.20129	0.000495603	-nan
-1.20105	0.000507884	-nan
-1.2008	0.000520456	-nan
-1.20056	0.000533325	-nan
-1.20032	0.000546497	-nan
-1.20008	0.00055998	-nan
-1.19984	0.000573779	-nan
-1.19959	0.000587903	-nan
-1.19935	0.000602358	-nan
-1.19911	0.000617151	-nan
-1.19887	0.000632291	-nan
-1.19863	0.000647785	-nan
-1.19838	0.00066364	-nan
-1.19814	0.000679865	-nan
-1.1979	0.000696468	-nan
-1.19766	0.000713456	-nan
-1.19742	0.00073084	-nan
-1.19717	0.000748626	-nan
-1.19693	0.000766824	-nan
-1.19669	0.000785443	-nan
-1.19645	0.000804492	-nan
-1.19621	0.000823981	-nan
-1.19596	0.000843918	-nan
-1.19572	0.000864315	-nan
-1.19548	0.00088518	-nan
-1.19524	0.000906523	-nan
-1.195	0.000928356	-nan
-1.19475	0.000950689	-nan
-1.19451	0.000973532	-nan
-1.19427	0.000996896	-nan
-1.19403	0.00102079	-nan
-1.19379	0.00104523	-nan
-1.19354	0.00107023	-nan
-1.1933	0.0010958	-nan
-1.19306	0.00112194	-nan
-1.19282	0.00114867	-nan
-1.19258	0.00117601	-nan
-1.19233	0.00120397	-nan
-1.19209	0.00123256	-nan
-1.19185	0.00126179	-nan
-1.19161	0.00129168	-nan
-1.19137	0.00132224	-nan
-1.19112	0.00135349	-nan
-1.19088	0.00138543	-nan
-1.19064	0.00141809	-nan
-1.1904	0.00145148	-nan
-1.19016	0.00148561	-nan
-1.18991	0.00152051	-nan
-1.18967	0.00155618	-nan
-1.18943	0.00159264	-nan
-1.18919	0.00162991	-nan
-1.18895	0.00166801	-nan
-1.1887	0.00170694	-nan
-1.18846	0.00174674	-nan
-1.18822	0.00178742	-nan
-1.18798	0.00182899	-nan
-1.18774	0.00187147	-nan
-1.18749	0.00191489	-nan
-1.18725	0.00195926	-nan
-1.18701	0.0020046	-nan
-1.18677	0.00205094	-nan
-1.18653	0.00209828	-nan
-1.18628	0.00214666	-nan
-1.18604	0.00219609	-nan
-1.1858	0.00224659	-nan
-1.18556	0.00229819	-nan
-1.18532	0.00235091	-nan
-1.18507	0.00240477	-nan
-1.18483	0.00245979	-nan
-1.18459	0.002516	-nan
-1.18435	0.00257342	-nan
-1.18411	0.00263207	-nan
-1.18386	0.00269199	-nan
-1.18362	0.00275319	-nan
-1.18338	0.0028157	-nan
-1.18314	0.00287955	-nan
-1.1829	0.00294476	-nan
-1.18265	0.00301136	-nan
-1.18241	0.00307938	-nan
-1.18217	0.00314884	-nan
-1.18193	0.00321978	-nan
-1.18169	0.00329222	-nan
